	Kingdom	Phyla	Class	Order	Family	Genus	Species	Kingdom_Eukaryome	Phylum_Eukaryome	Class_Eukaryome	Order_Eukaryome	Family_Eukaryome	Genus_Eukaryome	Species_Eukaryome
Taxa_2990	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	woolhopeia	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	woolhopeia
Taxa_2994	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_2995	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_2996	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Capnodiales_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_2997	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
Taxa_2999	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	tacitus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	NA
Taxa_3001	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	ampulliella	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	cuyabenoensis
Taxa_3002	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitariaceae_gen_Incertae_sedis	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
Taxa_3006	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	dimorpha	Fungi	Ascomycota	Sordariomycetes	Sordariales	Neoschizotheciaceae	NA	NA
Taxa_3011	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	vermifera	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
Taxa_3014	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3016	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3019	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Genea	verrucosa	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3021	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
Taxa_3024	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	acuminatus	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	NA
Taxa_3025	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	griseopruinatum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	NA
Taxa_3034	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus	indicus	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus	variostiolatus
Taxa_3035	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	NA	Fungi	Ascomycota	NA	NA	NA	NA	NA
Taxa_3037	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	villosa	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
Taxa_3045	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Neovaginatispora	clematidis	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Vaginatispora	NA
Taxa_3052	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscyphaceae_gen_Incertae_sedis	NA	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
Taxa_3053	Fungi	Ascomycota	NA	NA	NA	NA	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
Taxa_3054	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	dimitica
Taxa_3057	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3062	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	torulosa	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	queletii
Taxa_3064	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_incertae_sedis	Polyphilus	NA
Taxa_3065	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Karstenia	rhopaloides	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	NA	NA
Taxa_3066	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Pisolithus	arhizus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	arhizus
Taxa_3069	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	NA	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	tillamookensis
Taxa_3073	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Zoopagales_fam_Incertae_sedis	Zoopagales_gen_Incertae_sedis	NA	Fungi	GS01	NA	NA	NA	NA	NA
Taxa_3076	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_3077	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA
Taxa_3079	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	NA	NA	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	NA
Taxa_3083	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3085	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Diutina	mesorugosa	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Diutina	mesorugosa
Taxa_3086	Fungi	Ascomycota	Lecanoromycetes	Lecanoromycetes_ord_Incertae_sedis	Lecanoromycetes_fam_Incertae_sedis	Lecanoromycetes_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3102	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
Taxa_3103	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	NA
Taxa_3108	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	griseolum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
Taxa_3115	Fungi	Ascomycota	Candelariomycetes	Candelariales	Pycnoraceae	Pycnora	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_3116	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	nobilis	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	NA
Taxa_3119	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA	Fungi	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Oidiodendron	NA
Taxa_3128	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Humaria	hemisphaerica	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Humaria	NA
Taxa_3133	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	stuposa	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	stuposa
Taxa_3138	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	NA	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	NA	NA	NA
Taxa_3139	Fungi	Ascomycota	Xylonomycetes	Xylonales	Xylonaceae	Trinosporium	guianense	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_3141	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
Taxa_3149	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_3150	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Lophium	NA	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Pseudocamaropycnis	NA
Taxa_3159	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	vandermerwei	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
Taxa_3160	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	NA	NA
Taxa_3164	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	californica	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	NA
Taxa_3165	Fungi	Ascomycota	NA	NA	NA	NA	NA	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
Taxa_3170	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_3171	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pleuroascaceae	Pleuroascaceae_gen_Incertae_sedis	NA	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pleuroascaceae	Pleuroascus	NA
Taxa_3178	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	sarnarii	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3184	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3185	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_3193	Fungi	Ascomycota	Sordariomycetes	Amplistromatales	Amplistromataceae	Neoacrodontium	hydnicola	Fungi	Ascomycota	Sordariomycetes	Amplistromatales	Amplistromataceae	Neoacrodontium	NA
Taxa_3194	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	hesperidea	Fungi	NA	NA	NA	NA	NA	NA
Taxa_3195	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Occultibambusaceae	Neooccultibambusa	pandanicola
Taxa_3197	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3198	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Myxotrichum	stipitatum	Fungi	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Oidiodendron	NA
Taxa_3205	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA	Fungi	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Oidiodendron	NA
Taxa_3213	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
Taxa_3215	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Coleophoma	NA
Taxa_3228	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
Taxa_3231	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3244	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	NA
Taxa_3245	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_3248	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	NA	NA	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	NA	NA
Taxa_3249	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Cantharellales_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
Taxa_3251	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_3252	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA	Fungi	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	NA	NA
Taxa_3258	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sympoventuriaceae_gen_Incertae_sedis	NA	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	NA
Taxa_3262	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Parafusicladium	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3272	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae	Pulvinula	NA	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae	Pulvinula	NA
Taxa_3274	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3276	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3288	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
Taxa_3293	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Oncopodiella	trigonella	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3295	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Chalara	NA	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	NA	NA
Taxa_3296	Fungi	Ascomycota	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3305	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Litschauerella	NA	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Litschauerella	NA
Taxa_3306	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_3307	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3313	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Vuilleminiaceae	Vuilleminia	alni	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Vuilleminiaceae	Vuilleminia	comedens
Taxa_3314	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	NA	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	NA
Taxa_3316	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	dendriticus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	adpressus
Taxa_3329	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus	subtomentosus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus	NA
Taxa_3332	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomeriaceae_gen_Incertae_sedis	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	NA	NA
Taxa_3334	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
Taxa_3335	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	NA	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	finlandica
Taxa_3336	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	galzinii	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_3342	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	NA	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
Taxa_3347	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Malbranchea	albolutea	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron	NA
Taxa_3349	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Cytosporaceae	Cytospora	unilocularis	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa	mali
Taxa_3351	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
Taxa_3354	Fungi	Ascomycota	Dothideomycetes	Asterinales	Asterinales_fam_Incertae_sedis	Asterinales_gen_Incertae_sedis	NA	Fungi	Ascomycota	NA	NA	NA	NA	NA
Taxa_3368	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Anthracobia	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3379	Fungi	Ascomycota	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3380	Fungi	Ascomycota	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3394	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	NA	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	NA
Taxa_3395	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinales_fam_Incertae_sedis	Sebacinales_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
Taxa_3396	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephorales_fam_Incertae_sedis	Thelephorales_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Bankera	violascens
Taxa_3404	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Macrodiplodiopsidaceae	Pseudochaetosphaeronema	larense	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
Taxa_3405	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Sclerogastraceae	Sclerogaster	compactus	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_3408	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3409	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
Taxa_3412	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3417	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_3418	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_3424	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3429	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Incertomyces	NA	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	NA	NA
Taxa_3431	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	NA	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	NA
Taxa_3434	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_3435	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	NA	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
Taxa_3438	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	posterula	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3439	Fungi	Ascomycota	NA	NA	NA	NA	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_3448	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_3449	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3454	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	NA	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Stromatinia	narcissi
Taxa_3455	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Delastria	faustiniana	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3462	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pseudosigmoidea	excentrica	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pseudosigmoidea	NA
Taxa_3465	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
Taxa_3466	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_3467	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	tenuissimum	Fungi	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Oidiodendron	NA
Taxa_3476	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_3482	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Leuconeurospora	NA	Fungi	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	NA	NA
Taxa_3489	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
Taxa_3491	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Neophaeomoniella	niveniae	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Xenocylindrosporium	NA
Taxa_3493	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Parametarhizium	changbaiense	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
Taxa_3499	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Monascella	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
