Taxa_1	Taxa_2	Taxa_3	Taxa_6	Taxa_7	Taxa_8	Taxa_11	Taxa_12	Taxa_22	Taxa_27	Taxa_35	Taxa_36	Taxa_41	Taxa_46	Taxa_50	Taxa_53	Taxa_54	Taxa_61	Taxa_62	Taxa_67	Taxa_68	Taxa_80	Taxa_82	Taxa_85	Taxa_95	Taxa_128	Taxa_129	Taxa_136	Taxa_144	Taxa_149	Taxa_158	Taxa_173	Taxa_175	Taxa_186	Taxa_190	Taxa_205	Taxa_207	Taxa_212	Taxa_240	Taxa_252	Taxa_254	Taxa_259	Taxa_273	Taxa_308	Taxa_315	Taxa_319	Taxa_321	Taxa_323	Taxa_328	Taxa_336	Taxa_343	Taxa_349	Taxa_350	Taxa_356	Taxa_357	Taxa_369	Taxa_398	Taxa_403	Taxa_407	Taxa_420	Taxa_425	Taxa_444	Taxa_451	Taxa_544	Taxa_559	Taxa_563	Taxa_566	Taxa_570	Taxa_573	Taxa_583	Taxa_596	Taxa_630	Taxa_631	Taxa_648	Taxa_663	Taxa_677	Taxa_679	Taxa_694	Taxa_705	Taxa_711	Taxa_740	Taxa_765	Taxa_766	Taxa_769	Taxa_775	Taxa_787	Taxa_798	Taxa_809	Taxa_821	Taxa_832	Taxa_834	Taxa_836	Taxa_856	Taxa_874	Taxa_914	Taxa_959	Taxa_967	Taxa_1020	Taxa_1097	Taxa_1130	Taxa_1140	Taxa_1146	Taxa_1247	Taxa_1260	Taxa_1264	Taxa_1300	Taxa_1347	Taxa_1400	Taxa_1405	Taxa_1429	Taxa_1430	Taxa_1456	Taxa_1485	Taxa_1503	Taxa_1518	Taxa_1522	Taxa_1543	Taxa_1544	Taxa_1553	Taxa_1558	Taxa_1581	Taxa_1592	Taxa_1664	Taxa_1728	Taxa_1745	Taxa_1768	Taxa_1815	Taxa_1829	Taxa_1876	Taxa_1917	Taxa_1958	Taxa_1995	Taxa_2034	Taxa_2076	Taxa_2140	Taxa_2180	Taxa_2183	Taxa_2203	Taxa_2251	Taxa_2265	Taxa_2267	Taxa_2287	Taxa_2306	Taxa_2313	Taxa_2326	Taxa_2339	Taxa_2340	Taxa_2377	Taxa_2432	Taxa_2485	Taxa_2488	Taxa_2524	Taxa_2624	Taxa_2682	Taxa_2697	Taxa_2725	Taxa_2762	Taxa_2763	Taxa_2771	Taxa_2795	Taxa_2798	Taxa_2827	Taxa_2925	Taxa_2937	Taxa_2951	Taxa_2954	Taxa_2959	Taxa_2971	Taxa_2977	Taxa_3124	Taxa_3158	Taxa_3168	Taxa_3169	Taxa_3202	Taxa_3213	Taxa_3402	Taxa_3428	Taxa_3457	Taxa_3494	Taxa_3527	Taxa_3579	Taxa_3622	Taxa_3653	Taxa_3660	Taxa_3663	Taxa_3672	Taxa_3698	Taxa_3736	Taxa_3794	Taxa_4062	Taxa_4063	Taxa_4076	Taxa_4102	Taxa_4115	Taxa_4119	Taxa_4185	Taxa_4225	Taxa_4264	Taxa_4265	Taxa_4355	Taxa_4371	Taxa_4420	Taxa_4432	Taxa_4511	Taxa_4614	Taxa_4653	Taxa_4697	Taxa_4825	Taxa_4866	Taxa_4902	Taxa_4951	Taxa_5053	Taxa_5056	Taxa_5069	Taxa_5148	Taxa_5201	Taxa_5306	Taxa_5404	Taxa_5443	Taxa_5502	Taxa_5621	Taxa_5721	Taxa_5760	Taxa_5783	Taxa_5811	Taxa_5837	Taxa_5868	Taxa_5896	Taxa_5953	Taxa_5998	Taxa_6047	Taxa_6136	Taxa_6165	Taxa_6222	Taxa_6253	Taxa_6364	Taxa_6395	Taxa_6536	Taxa_6612	Taxa_6725	Taxa_6781	Taxa_6854	Taxa_6882	Taxa_6917	Taxa_6979	Taxa_7000	Taxa_7033	Taxa_7066	Taxa_7103	Taxa_7276	Taxa_7311	Taxa_7351	Taxa_7355	Taxa_7356	Taxa_7442	Taxa_7524	Taxa_7630	Taxa_7680	Taxa_7772	Taxa_7808	Taxa_7856	Taxa_7944	Taxa_8002	Taxa_8003	Taxa_8005	Taxa_8007	Taxa_8449	Taxa_8490	Taxa_8547	Taxa_8549	Taxa_8551	Taxa_8650	Taxa_8704	Taxa_8708	Taxa_8777	Taxa_8780	Taxa_8919	Taxa_8921	Taxa_8923	Taxa_9044	Taxa_9182	Taxa_9250	Taxa_9251	Taxa_9326	Taxa_9328	Taxa_9334	Taxa_9413	Taxa_9420	Taxa_9490	Taxa_9492	Taxa_9495	Taxa_9527	Taxa_9579	Taxa_9580	Taxa_9671	Taxa_9672	Taxa_9746	Taxa_9825	Taxa_9907	Taxa_9908	Taxa_9994	Taxa_9996	Taxa_10191	Taxa_10193	Taxa_10285	Taxa_10477	Taxa_10479	Taxa_10481	Taxa_10551	Taxa_10582	Taxa_10587	Taxa_10694	Taxa_10695	Taxa_10698	Taxa_10793	Taxa_10794	Taxa_10894	Taxa_10949	Taxa_11010	Taxa_11131	Taxa_11137	Taxa_11273	Taxa_11277	Taxa_11280	Taxa_11409	Taxa_11410	Taxa_11539	Taxa_11540	Taxa_11542	Taxa_11679	Taxa_11682	Taxa_11685	Taxa_11686	Taxa_11689	Taxa_11841	Taxa_11842	Taxa_11909	Taxa_11984	Taxa_11992	Taxa_12332	Taxa_12333	Taxa_12338	Taxa_12543	Taxa_12738	Taxa_12740	Taxa_12742	Taxa_12744	Taxa_12945	Taxa_12946	Taxa_12947	Taxa_12950	Taxa_12957	Taxa_13165	Taxa_13166	Taxa_13168	Taxa_13169	Taxa_13400	Taxa_13402	Taxa_13404	Taxa_13408	Taxa_13409	Taxa_13638	Taxa_13639	Taxa_13899	Taxa_13902	Taxa_14168	Taxa_14169	Taxa_14174	Taxa_14177	Taxa_14455	Taxa_14456	Taxa_14458	Taxa_14459	Taxa_14463	Taxa_14475	Taxa_14754	Taxa_14761	Taxa_14763	Taxa_14764	Taxa_14768	Taxa_15051	Taxa_15056	Taxa_15058	Taxa_15059	Taxa_15325	Taxa_15326	Taxa_15329	Taxa_15338	Taxa_15341	Taxa_15559	Taxa_15560	Taxa_15567	Taxa_15569
samp_19_S19	14238	279	2902	2157	0	0	3389	461	298	192	0	0	0	0	0	0	0	8	440	76	8346	96	0	0	0	0	0	0	52	0	0	86	0	411	0	0	0	34	30	0	0	0	0	0	0	0	0	0	0	0	511	37	0	0	2108	134	0	0	0	0	39	0	0	446	0	84	46	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_2_S2	628	0	0	19021	84	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0	3734	0	0	0	0	0	0	0	109	1829	1624	0	0	940	0	0	0	0	0	0	0	0	3511	93	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	41	0	19	0	415	0	0	0	0	0	0	0	0	0	216	973	0	455	0	0	0	0	1183	0	0	0	0	25	98	0	0	13	231	353	40	0	520	0	41	0	0	0	222	0	0	821	0	0	0	0	14	0	0	0	0	0	103	198	0	0	29	0	0	0	0	0	0	0	0	0	0	90	0	739	382	0	0	0	0	0	0	0	0	84	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	242	0	0	0	0	0	0	5	81	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	68	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	12	42	0	0	41	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	19	0	0	0	0	18	0	0	0	11	15	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_20_S20	20375	1036	1195	767	103	0	743	0	143	740	0	0	0	0	0	0	0	16	0	1155	0	986	0	226	0	0	0	0	38	0	0	271	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	389	95	0	0	321	712	200	0	0	0	0	0	0	3117	0	356	37	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	391	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_21_S21	0	64	0	8645	10	0	9033	27273	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	263	106	207	0	47	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	4463	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	45	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	101	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	266	0	0	18	0	8	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_22_S22	205	0	0	10946	0	0	6898	39156	0	65	0	0	59	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	451	0	0	0	0	0	0	0	0	385	250	0	0	119	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	367	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	31	0	0	0	0	0	0	83	0	0	0	0	0	0	0	128	0	0	0	0	26	50	0	0	0	0	0	0	0	0	0	19	150	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	13	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_23_S23	600	0	0	27665	168	0	0	629	0	49	0	0	0	0	0	0	0	0	206	0	0	269	0	0	0	0	0	0	1685	0	0	0	0	0	0	0	0	1167	1468	0	0	144	0	0	0	0	0	0	0	0	0	1659	0	62	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	675	0	0	0	28	0	1021	0	0	0	0	0	0	0	0	0	225	147	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	93	0	180	0	38	0	0	0	0	285	0	0	0	0	0	0	0	132	0	39	0	0	40	93	236	0	0	35	0	0	0	13	0	0	438	0	11	0	166	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	130	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	19	0	0	0	0	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	21	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0
samp_24_S24	253	0	0	19731	33	0	29	0	0	169	0	0	0	0	40	0	0	0	1917	0	0	45	0	0	0	0	15293	0	607	0	0	0	0	0	0	0	0	341	475	0	0	101	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	108	69	0	0	73	0	0	0	0	0	0	0	0	0	21	0	0	0	0	23	0	27	0	0	0	0	0	0	132	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	29	0	25	54	0	0	0	0	0	0	0	0	0	0	0	0	0	74	8	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_25_S25	759	64	0	25557	39	0	5089	2050	0	0	0	0	689	0	9	0	0	0	0	0	0	94	270	0	26	0	0	0	1407	0	0	0	0	0	0	0	0	613	701	0	0	279	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	898	0	0	0	0	0	0	0	0	0	235	51	0	0	789	0	0	0	0	0	0	0	0	0	561	0	0	0	0	54	0	125	0	0	15	0	0	0	178	0	0	0	0	0	0	0	239	0	0	0	0	199	93	24	0	0	0	0	0	0	13	0	0	0	0	0	0	90	0	0	126	0	0	0	0	0	0	0	0	6	0	0	0	0	101	19	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_26_S26	33425	148	1583	250	0	0	1320	9	11	764	0	0	0	0	0	0	0	83	26	2003	0	171	0	368	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	22	89	2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	97	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_27_S27	51768	158	20	86	0	0	440	0	0	265	0	0	0	0	0	0	0	0	0	6	0	97	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	22	0	0	70	0	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_28_S28	2154	3812	501	654	0	108	106	5	20	31188	0	159	0	0	0	0	0	16	0	74	0	241	0	571	0	0	0	0	25	0	0	0	0	0	0	0	0	19	22	0	0	14	0	0	0	51	0	0	0	0	0	48	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	8	0	0	0	0	0	0	54	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	429	0	0	0	0	0	0	0	0	137	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_29_S29	40976	609	185	961	125	0	919	0	0	485	0	0	0	0	0	0	0	87	22	546	0	0	31	0	0	0	0	0	15	0	0	73	0	0	0	0	0	16	0	0	0	15	108	0	0	0	0	0	0	0	0	0	0	0	11	199	1105	0	0	0	29	0	0	13	0	0	0	0	0	30	0	18	0	0	0	0	0	0	6	0	0	0	0	0	0	34	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	101	0	0	0	0	0	0	0	0	37	0	0	0	0	4	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_3_S3	6191	0	2922	1587	0	0	19659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
