query_id	parent_id	similarity	query_total_abundance	parent_total_abundance	query_overlap_abundance	parent_overlap_abundance	query_incidence	parent_incidence	common_incidence	smallest_ratio	sum_ratio	avg_ratio	smallest_non_null_ratio	avg_non_null_ratio	largest_ratio	relative_incidence	status
Taxa_6613	Taxa_1971	93.80	2	28	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6560	Taxa_4874	95.50	2	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6515	Taxa_4376	91.10	2	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6507	Taxa_3484	96.90	2	11	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6502	Taxa_2563	93.90	2	18	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6502	Taxa_5538	84.90	2	4	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6501	Taxa_1284	89.00	2	53	2	20	1	3	1	10.00	10.00	10.00	10.00	10.00	10.00	1.00	accepted
Taxa_6468	Taxa_4887	91.70	2	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6404	Taxa_2178	85.10	2	23	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6404	Taxa_2513	84.30	2	19	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6332	Taxa_1426	84.30	2	46	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6303	Taxa_5844	90.00	2	3	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6285	Taxa_2042	88.10	3	30	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6285	Taxa_4511	86.70	3	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6285	Taxa_3143	86.40	3	19	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6285	Taxa_4216	84.20	3	8	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6234	Taxa_4572	91.20	3	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6210	Taxa_5355	96.50	3	5	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6190	Taxa_2614	90.70	3	28	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6190	Taxa_5359	90.70	3	5	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6171	Taxa_4298	87.80	3	8	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6138	Taxa_3985	92.70	3	9	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6138	Taxa_1355	92.20	3	49	3	3	1	5	1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	rejected
Taxa_6138	Taxa_4531	92.20	3	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6138	Taxa_1265	91.80	3	54	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6138	Taxa_470	89.20	3	240	3	16	1	10	1	5.33	5.33	5.33	5.33	5.33	5.33	1.00	accepted
Taxa_6136	Taxa_238	95.20	3	619	0	0	1	11	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6136	Taxa_1000	94.80	3	116	0	0	1	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6136	Taxa_66	93.90	3	1870	0	0	1	9	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6136	Taxa_4844	93.40	3	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6136	Taxa_872	92.60	3	92	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6136	Taxa_2930	92.60	3	15	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6134	Taxa_2702	96.60	3	17	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6133	Taxa_4900	89.90	3	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6127	Taxa_3210	95.20	3	13	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6121	Taxa_3584	96.90	3	11	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6072	Taxa_3267	93.90	3	19	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6057	Taxa_5514	96.50	3	4	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6057	Taxa_2532	96.00	3	19	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6037	Taxa_3978	90.90	3	9	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6005	Taxa_5823	89.30	3	4	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5990	Taxa_2333	91.10	3	21	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5971	Taxa_2702	88.30	3	17	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5946	Taxa_5098	86.60	3	5	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5914	Taxa_4736	94.00	3	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6518	Taxa_4164	91.30	2	8	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5909	Taxa_3402	94.60	3	12	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5902	Taxa_2333	90.60	3	21	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5881	Taxa_4608	93.60	3	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5865	Taxa_1629	94.80	3	42	0	0	1	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5865	Taxa_3364	94.40	3	17	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5865	Taxa_4561	92.00	3	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5865	Taxa_659	91.50	3	152	3	12	1	12	1	4.00	4.00	4.00	4.00	4.00	4.00	1.00	accepted
Taxa_6464	Taxa_2605	93.90	2	18	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5816	Taxa_1379	90.30	4	48	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5816	Taxa_898	89.60	4	134	4	45	1	3	1	11.25	11.25	11.25	11.25	11.25	11.25	1.00	accepted
Taxa_5792	Taxa_2992	96.80	4	15	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5782	Taxa_205	96.40	4	655	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5782	Taxa_920	88.10	4	126	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5782	Taxa_1949	87.80	4	28	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5782	Taxa_15	87.10	4	8386	0	0	1	16	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5782	Taxa_355	87.10	4	315	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5782	Taxa_981	87.10	4	167	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5782	Taxa_1635	87.10	4	37	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5782	Taxa_140	86.70	4	1278	0	0	1	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5782	Taxa_21	86.30	4	18055	0	0	1	30	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5782	Taxa_1834	86.30	4	62	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5759	Taxa_3596	96.30	4	11	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5731	Taxa_3544	89.40	4	13	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5731	Taxa_4655	87.60	4	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5731	Taxa_2130	87.20	4	67	0	0	1	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5731	Taxa_1026	86.70	4	107	0	0	1	9	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5731	Taxa_1364	86.70	4	48	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5731	Taxa_1853	86.20	4	31	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5711	Taxa_4791	92.70	4	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5674	Taxa_3578	94.00	4	11	4	11	1	1	1	2.75	2.75	2.75	2.75	2.75	2.75	1.00	accepted
Taxa_5665	Taxa_2059	89.20	4	26	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5664	Taxa_2215	95.80	4	28	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5664	Taxa_3251	94.40	4	13	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5664	Taxa_3244	92.10	4	13	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5648	Taxa_1758	91.30	4	34	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5606	Taxa_2797	92.80	4	32	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5606	Taxa_1018	90.30	4	139	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5606	Taxa_4826	90.30	4	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5606	Taxa_387	90.00	4	545	4	120	1	7	1	30.00	30.00	30.00	30.00	30.00	30.00	1.00	accepted
Taxa_5604	Taxa_4517	94.50	4	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5595	Taxa_4090	91.10	4	9	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5595	Taxa_4363	91.10	4	8	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5595	Taxa_3470	90.70	4	12	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5591	Taxa_4842	88.30	4	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5590	Taxa_2742	87.30	4	17	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5590	Taxa_3570	87.30	4	14	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5590	Taxa_3531	86.80	4	11	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5590	Taxa_2191	86.30	4	23	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5590	Taxa_2508	85.30	4	19	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5961	Taxa_3875	96.40	3	9	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5961	Taxa_4196	95.60	3	8	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5961	Taxa_2948	94.40	3	15	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5961	Taxa_615	94.00	3	163	0	0	1	12	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5961	Taxa_4372	93.50	3	15	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5961	Taxa_3428	93.10	3	19	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5961	Taxa_3099	93.10	3	14	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5961	Taxa_5509	93.10	3	4	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5961	Taxa_2405	92.70	3	20	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5961	Taxa_5386	92.30	3	5	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5552	Taxa_3687	86.30	4	10	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5547	Taxa_3919	93.10	4	17	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5515	Taxa_1853	93.60	4	31	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5515	Taxa_2130	92.70	4	67	0	0	1	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5515	Taxa_4655	90.80	4	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5515	Taxa_3544	88.10	4	13	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5515	Taxa_1364	87.20	4	48	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5514	Taxa_2532	96.00	4	19	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5423	Taxa_1090	92.80	5	68	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5423	Taxa_595	91.70	5	186	5	27	1	2	1	5.40	5.40	5.40	5.40	5.40	5.40	1.00	accepted
Taxa_5925	Taxa_5578	87.10	3	4	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5380	Taxa_4875	96.90	5	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5379	Taxa_2649	93.10	5	18	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5379	Taxa_863	91.70	5	191	5	64	1	7	1	12.80	12.80	12.80	12.80	12.80	12.80	1.00	accepted
Taxa_5378	Taxa_858	95.30	5	195	5	26	1	5	1	5.20	5.20	5.20	5.20	5.20	5.20	1.00	accepted
Taxa_5377	Taxa_387	90.00	5	545	5	51	1	7	1	10.20	10.20	10.20	10.20	10.20	10.20	1.00	accepted
Taxa_5359	Taxa_2614	94.00	5	28	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5353	Taxa_3437	96.00	5	12	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6447	Taxa_3978	96.10	2	9	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6447	Taxa_6037	90.90	2	3	2	3	1	1	1	1.50	1.50	1.50	1.50	1.50	1.50	1.00	accepted
Taxa_5294	Taxa_2829	96.00	5	16	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5294	Taxa_3782	96.00	5	10	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5294	Taxa_3792	93.30	5	10	5	10	1	1	1	2.00	2.00	2.00	2.00	2.00	2.00	1.00	accepted
Taxa_5290	Taxa_1760	93.70	5	34	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6300	Taxa_2443	89.70	4	20	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6300	Taxa_262	88.40	4	475	4	33	2	26	2	5.50	16.50	8.25	5.50	8.25	11.00	1.00	accepted
Taxa_5238	Taxa_4230	95.80	5	8	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5238	Taxa_942	86.90	5	95	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5238	Taxa_731	85.00	5	125	0	0	1	15	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5238	Taxa_2201	85.00	5	23	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5238	Taxa_3876	85.00	5	9	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5238	Taxa_4561	85.00	5	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5253	Taxa_4069	95.20	5	9	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5216	Taxa_1250	94.30	5	171	5	6	1	16	1	1.20	1.20	1.20	1.20	1.20	1.20	1.00	accepted
Taxa_5204	Taxa_4504	93.90	5	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5204	Taxa_2037	91.10	5	26	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5204	Taxa_1447	88.30	5	45	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5204	Taxa_3593	87.30	5	11	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5204	Taxa_3610	87.30	5	11	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5204	Taxa_240	86.90	5	647	0	0	1	11	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5204	Taxa_2710	85.40	5	17	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5204	Taxa_3127	85.40	5	14	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5198	Taxa_1175	90.10	5	60	0	0	1	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5763	Taxa_2431	88.70	4	20	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6415	Taxa_2885	93.80	2	15	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5179	Taxa_1144	90.00	5	96	0	0	1	8	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5151	Taxa_13	89.50	5	12635	5	269	1	58	1	53.80	53.80	53.80	53.80	53.80	53.80	1.00	accepted
Taxa_5140	Taxa_1404	92.80	5	61	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5128	Taxa_2751	92.30	5	28	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5115	Taxa_2893	84.50	5	18	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5107	Taxa_3320	92.00	5	12	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5078	Taxa_2829	96.40	5	16	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5078	Taxa_3792	94.70	5	10	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5078	Taxa_3782	93.80	5	10	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5111	Taxa_4458	93.50	5	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5022	Taxa_2643	89.90	6	18	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5022	Taxa_2555	86.30	6	19	6	19	1	1	1	3.17	3.17	3.17	3.17	3.17	3.17	1.00	accepted
Taxa_5014	Taxa_2013	93.50	6	27	6	7	1	3	1	1.17	1.17	1.17	1.17	1.17	1.17	1.00	accepted
Taxa_4972	Taxa_2988	92.90	6	15	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4972	Taxa_1514	92.00	6	42	6	31	1	2	1	5.17	5.17	5.17	5.17	5.17	5.17	1.00	accepted
Taxa_5541	Taxa_1948	84.60	4	28	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4951	Taxa_1239	93.90	6	56	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4950	Taxa_3300	88.40	6	33	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6609	Taxa_3837	87.80	2	10	2	10	1	1	1	5.00	5.00	5.00	5.00	5.00	5.00	1.00	accepted
Taxa_5628	Taxa_187	87.00	4	773	0	0	1	8	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4873	Taxa_388	94.60	6	281	6	48	1	8	1	8.00	8.00	8.00	8.00	8.00	8.00	1.00	accepted
Taxa_6582	Taxa_2533	95.60	2	24	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4843	Taxa_318	89.50	6	493	6	9	1	10	1	1.50	1.50	1.50	1.50	1.50	1.50	1.00	accepted
Taxa_4840	Taxa_4823	96.60	6	10	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4840	Taxa_2164	86.30	6	24	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4832	Taxa_4492	93.50	6	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4824	Taxa_593	89.60	6	184	0	0	1	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4824	Taxa_913	88.80	6	129	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4824	Taxa_2854	88.50	6	16	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4824	Taxa_3836	85.30	6	10	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4824	Taxa_403	84.90	6	374	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4816	Taxa_653	96.80	6	162	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4812	Taxa_682	97.60	6	141	6	51	1	5	1	8.50	8.50	8.50	8.50	8.50	8.50	1.00	accepted
Taxa_4809	Taxa_3649	93.80	6	10	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4799	Taxa_5570	95.60	6	7	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4799	Taxa_3080	95.10	6	41	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4799	Taxa_2540	93.60	6	42	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4787	Taxa_5542	89.70	6	9	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4724	Taxa_3624	87.70	6	11	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4724	Taxa_4303	86.40	6	8	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4707	Taxa_498	92.00	6	206	6	21	1	8	1	3.50	3.50	3.50	3.50	3.50	3.50	1.00	accepted
Taxa_4702	Taxa_2022	94.10	9	26	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4684	Taxa_4520	95.90	6	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4672	Taxa_4369	85.60	6	7	4	7	2	1	1	0.00	1.75	0.88	1.75	1.75	1.75	0.50	rejected
Taxa_4648	Taxa_3530	93.20	7	11	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4647	Taxa_31	86.30	7	4011	0	0	1	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4635	Taxa_918	91.00	7	206	7	27	1	5	1	3.86	3.86	3.86	3.86	3.86	3.86	1.00	accepted
Taxa_4626	Taxa_3264	93.80	7	17	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4611	Taxa_323	95.00	7	355	7	101	1	14	1	14.43	14.43	14.43	14.43	14.43	14.43	1.00	accepted
Taxa_5415	Taxa_4084	95.80	5	9	5	9	1	1	1	1.80	1.80	1.80	1.80	1.80	1.80	1.00	accepted
Taxa_4591	Taxa_5345	89.60	7	9	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4585	Taxa_3396	90.90	7	12	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4585	Taxa_3723	88.30	7	10	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4581	Taxa_4372	94.00	7	15	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4581	Taxa_4196	93.50	7	8	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4581	Taxa_615	92.70	7	163	7	13	1	12	1	1.86	1.86	1.86	1.86	1.86	1.86	1.00	accepted
Taxa_4560	Taxa_982	96.30	7	78	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4532	Taxa_2298	93.60	7	21	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6261	Taxa_4635	88.80	3	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6261	Taxa_4488	87.80	3	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
