query_id	parent_id	similarity	query_total_abundance	parent_total_abundance	query_overlap_abundance	parent_overlap_abundance	query_incidence	parent_incidence	common_incidence	smallest_ratio	sum_ratio	avg_ratio	smallest_non_null_ratio	avg_non_null_ratio	largest_ratio	relative_incidence	status
Taxa_6576	Taxa_6127	88.50	2	3	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6576	Taxa_3210	87.50	2	13	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1403	Taxa_640	96.30	96	156	43	32	5	6	2	0.00	1.50	0.30	0.73	0.75	0.76	0.40	rejected
Taxa_1388	Taxa_72	87.60	47	1793	47	108	3	37	3	1.28	7.83	2.61	1.28	2.61	3.93	1.00	accepted
Taxa_1381	Taxa_9	90.60	48	43149	48	979	1	23	1	20.40	20.40	20.40	20.40	20.40	20.40	1.00	accepted
Taxa_5454	Taxa_5101	91.00	4	5	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1380	Taxa_6	97.10	48	24349	48	277	1	10	1	5.77	5.77	5.77	5.77	5.77	5.77	1.00	accepted
Taxa_5185	Taxa_3952	96.00	5	9	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5185	Taxa_2600	95.20	5	21	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5814	Taxa_2063	87.40	4	39	4	15	1	4	1	3.75	3.75	3.75	3.75	3.75	3.75	1.00	accepted
Taxa_1331	Taxa_500	95.10	50	205	32	75	4	12	3	0.00	6.28	1.57	1.62	2.09	2.94	0.75	rejected
Taxa_1331	Taxa_427	94.60	50	298	43	50	4	11	3	0.00	3.48	0.87	0.89	1.16	1.47	0.75	rejected
Taxa_1331	Taxa_589	94.60	50	214	18	91	4	5	1	0.00	5.06	1.26	5.06	5.06	5.06	0.25	rejected
Taxa_1331	Taxa_146	94.10	50	1161	50	235	4	17	4	1.71	15.98	3.99	1.71	3.99	8.76	1.00	accepted
Taxa_1566	Taxa_916	93.90	40	145	40	87	1	2	1	2.17	2.17	2.17	2.17	2.17	2.17	1.00	accepted
Taxa_1319	Taxa_499	84.50	78	255	47	65	4	9	3	0.00	4.21	1.05	0.60	1.40	2.41	0.75	rejected
Taxa_1305	Taxa_896	93.50	93	229	0	0	2	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1305	Taxa_882	93.50	93	174	0	0	2	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1305	Taxa_562	93.10	93	199	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1305	Taxa_930	93.10	93	120	52	37	2	4	1	0.00	0.71	0.36	0.71	0.71	0.71	0.50	rejected
Taxa_3537	Taxa_3216	91.70	11	13	11	13	1	1	1	1.18	1.18	1.18	1.18	1.18	1.18	1.00	accepted
Taxa_239	Taxa_99	86.60	552	1130	473	1130	2	1	1	0.00	2.39	1.19	2.39	2.39	2.39	0.50	rejected
Taxa_1274	Taxa_424	93.10	54	570	0	0	1	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1274	Taxa_924	93.10	54	113	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1274	Taxa_99	92.10	54	1130	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1274	Taxa_303	92.10	54	509	54	382	1	6	1	7.07	7.07	7.07	7.07	7.07	7.07	1.00	accepted
Taxa_2308	Taxa_306	84.50	21	399	0	0	1	14	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4613	Taxa_4020	94.40	7	9	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1268	Taxa_581	92.40	54	212	39	120	2	4	1	0.00	3.08	1.54	3.08	3.08	3.08	0.50	rejected
Taxa_1268	Taxa_1651	92.10	54	84	0	0	2	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1268	Taxa_562	91.70	54	199	39	172	2	2	1	0.00	4.41	2.21	4.41	4.41	4.41	0.50	rejected
Taxa_1268	Taxa_858	91.70	54	195	0	0	2	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1267	Taxa_882	93.90	113	174	50	63	4	5	2	0.00	3.09	0.77	0.53	1.54	2.56	0.50	rejected
Taxa_1267	Taxa_562	93.10	113	199	63	199	4	2	2	0.00	5.42	1.36	1.23	2.71	4.20	0.50	rejected
Taxa_1267	Taxa_896	92.80	113	229	91	158	4	4	3	0.00	5.62	1.40	0.50	1.87	2.94	0.75	rejected
Taxa_1267	Taxa_265	92.40	113	464	0	0	4	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1267	Taxa_301	92.40	113	427	113	322	4	5	4	0.91	11.65	2.91	0.91	2.91	4.61	1.00	rejected
Taxa_2547	Taxa_764	95.30	36	108	36	33	2	5	2	0.76	1.82	0.91	0.76	0.91	1.05	1.00	rejected
Taxa_2547	Taxa_270	95.00	36	761	36	174	2	9	2	2.53	9.42	4.71	2.53	4.71	6.89	1.00	accepted
Taxa_1260	Taxa_301	92.10	73	427	0	0	4	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1260	Taxa_1712	92.10	73	127	43	54	4	5	2	0.00	2.56	0.64	1.21	1.28	1.36	0.50	rejected
Taxa_1260	Taxa_896	91.70	73	229	0	0	4	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1260	Taxa_581	91.30	73	212	0	0	4	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1260	Taxa_562	91.30	73	199	0	0	4	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1451	Taxa_1653	94.30	45	69	37	32	3	3	2	0.00	2.65	0.88	0.65	1.32	2.00	0.67	rejected
Taxa_1451	Taxa_1159	91.50	45	62	45	36	3	4	3	0.65	3.06	1.02	0.65	1.02	1.67	1.00	rejected
Taxa_3962	Taxa_2188	96.20	9	27	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1711	Taxa_873	96.40	35	92	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1711	Taxa_265	96.00	35	464	35	62	1	7	1	1.77	1.77	1.77	1.77	1.77	1.77	1.00	accepted
Taxa_1270	Taxa_542	95.70	54	399	42	50	2	4	1	0.00	1.19	0.60	1.19	1.19	1.19	0.50	rejected
Taxa_1270	Taxa_924	95.70	54	113	12	46	2	4	1	0.00	3.83	1.92	3.83	3.83	3.83	0.50	rejected
Taxa_1270	Taxa_812	94.90	54	115	0	0	2	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1270	Taxa_424	94.20	54	570	0	0	2	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1270	Taxa_987	92.40	54	78	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1270	Taxa_271	91.70	54	471	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1270	Taxa_916	91.30	54	145	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1270	Taxa_1184	91.30	54	60	42	45	2	2	1	0.00	1.07	0.54	1.07	1.07	1.07	0.50	rejected
Taxa_6610	Taxa_6257	89.70	2	3	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6610	Taxa_2164	88.70	2	24	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6610	Taxa_4823	87.30	2	10	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6610	Taxa_4840	87.30	2	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1224	Taxa_1065	91.00	57	70	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_413	Taxa_237	88.10	385	647	0	0	6	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1470	Taxa_1279	94.60	51	53	12	32	3	2	1	0.00	2.67	0.89	2.67	2.67	2.67	0.33	rejected
Taxa_1470	Taxa_674	94.20	51	157	44	64	3	4	2	0.00	4.45	1.48	0.53	2.22	3.92	0.67	rejected
Taxa_1470	Taxa_499	93.90	51	255	44	31	3	9	2	0.00	1.59	0.53	0.59	0.80	1.00	0.67	rejected
Taxa_1470	Taxa_873	92.10	51	92	0	0	3	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1470	Taxa_1067	91.30	51	127	44	56	3	5	2	0.00	3.05	1.02	0.97	1.53	2.08	0.67	rejected
Taxa_1470	Taxa_1236	91.30	51	56	0	0	3	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5193	Taxa_901	93.20	5	244	0	0	1	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5193	Taxa_1268	91.40	5	54	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5193	Taxa_873	91.00	5	92	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5193	Taxa_2118	91.00	5	25	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5193	Taxa_3006	91.00	5	15	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5193	Taxa_858	90.60	5	195	0	0	1	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5193	Taxa_1067	90.30	5	127	0	0	1	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5193	Taxa_1755	90.30	5	72	5	16	1	3	1	3.20	3.20	3.20	3.20	3.20	3.20	1.00	accepted
Taxa_3012	Taxa_610	91.00	15	153	9	58	2	4	1	0.00	6.44	3.22	6.44	6.44	6.44	0.50	rejected
Taxa_1210	Taxa_835	94.90	58	96	0	0	2	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1210	Taxa_190	94.50	58	906	58	425	2	11	2	3.65	17.46	8.73	3.65	8.73	13.81	1.00	accepted
Taxa_1207	Taxa_337	94.20	89	1542	0	0	2	13	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1207	Taxa_110	93.90	89	5728	89	322	2	42	2	2.33	8.36	4.18	2.33	4.18	6.03	1.00	accepted
Taxa_4312	Taxa_1887	87.60	10	30	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4312	Taxa_2833	86.40	10	16	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4673	Taxa_1262	87.10	6	54	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4673	Taxa_1075	86.30	6	69	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4673	Taxa_3915	84.30	6	9	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1193	Taxa_337	97.50	75	1542	40	401	3	13	2	0.00	22.02	7.34	6.08	11.01	15.94	0.67	rejected
Taxa_1193	Taxa_273	96.40	75	475	59	114	3	7	2	0.00	4.02	1.34	1.60	2.01	2.42	0.67	rejected
Taxa_1193	Taxa_1318	96.40	75	87	0	0	3	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1193	Taxa_110	96.00	75	5728	75	460	3	42	3	4.25	18.63	6.21	4.25	6.21	10.12	1.00	accepted
Taxa_1184	Taxa_542	92.40	60	399	45	50	2	4	1	0.00	1.11	0.56	1.11	1.11	1.11	0.50	rejected
Taxa_1184	Taxa_924	92.40	60	113	0	0	2	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1184	Taxa_424	92.10	60	570	0	0	2	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1184	Taxa_303	91.70	60	509	60	49	2	6	2	0.60	1.49	0.74	0.60	0.74	0.89	1.00	rejected
Taxa_1184	Taxa_710	91.30	60	124	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1184	Taxa_812	91.30	60	115	15	15	2	3	1	0.00	1.00	0.50	1.00	1.00	1.00	0.50	rejected
Taxa_4655	Taxa_1853	96.30	7	31	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4655	Taxa_2130	92.20	7	67	0	0	1	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4655	Taxa_3544	89.90	7	13	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4655	Taxa_1364	89.00	7	48	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4655	Taxa_1026	86.20	7	107	0	0	1	9	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4216	Taxa_3466	92.10	8	12	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4216	Taxa_3736	84.80	8	10	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1176	Taxa_303	93.50	60	509	0	0	2	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1176	Taxa_924	92.10	60	113	0	0	2	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1176	Taxa_347	91.70	60	437	60	186	2	7	2	1.61	6.30	3.15	1.61	3.15	4.69	1.00	accepted
Taxa_5577	Taxa_943	88.10	4	83	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5577	Taxa_3403	85.10	4	12	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1091	Taxa_599	95.30	116	157	116	157	2	2	2	0.96	2.59	1.30	0.96	1.30	1.63	1.00	rejected
Taxa_1091	Taxa_1007	95.00	116	143	0	0	2	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1091	Taxa_556	92.10	116	174	68	174	2	1	1	0.00	2.56	1.28	2.56	2.56	2.56	0.50	rejected
Taxa_1091	Taxa_413	87.40	116	385	0	0	2	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1091	Taxa_237	85.60	116	647	0	0	2	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1169	Taxa_920	96.00	78	126	17	86	2	2	1	0.00	5.06	2.53	5.06	5.06	5.06	0.50	rejected
Taxa_1169	Taxa_21	95.70	78	18055	78	697	2	30	2	6.93	23.05	11.53	6.93	11.53	16.12	1.00	accepted
Taxa_112	Taxa_68	94.60	1575	1998	978	897	24	34	14	0.00	20.26	0.84	0.37	1.45	2.39	0.58	rejected
Taxa_1145	Taxa_873	89.20	63	92	41	92	2	1	1	0.00	2.24	1.12	2.24	2.24	2.24	0.50	rejected
Taxa_1145	Taxa_665	88.80	63	235	63	137	2	4	2	1.90	4.58	2.29	1.90	2.29	2.68	1.00	accepted
Taxa_1812	Taxa_671	92.80	32	136	17	42	2	2	1	0.00	2.47	1.24	2.47	2.47	2.47	0.50	rejected
Taxa_1812	Taxa_340	92.10	32	525	0	0	2	11	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1812	Taxa_581	92.10	32	212	32	159	2	4	2	2.60	9.66	4.83	2.60	4.83	7.06	1.00	accepted
Taxa_3643	Taxa_3880	95.70	10	18	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1166	Taxa_51	89.90	61	4554	61	502	2	11	2	4.10	19.65	9.82	4.10	9.82	15.55	1.00	accepted
Taxa_1161	Taxa_18	96.80	107	6779	107	1591	1	8	1	14.87	14.87	14.87	14.87	14.87	14.87	1.00	accepted
Taxa_928	Taxa_989	93.90	84	122	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2990	Taxa_1078	89.20	15	88	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2990	Taxa_2083	89.20	15	25	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2990	Taxa_132	88.80	15	1232	15	252	1	11	1	16.80	16.80	16.80	16.80	16.80	16.80	1.00	accepted
Taxa_3065	Taxa_2544	86.60	14	27	0	0	3	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3065	Taxa_918	86.30	14	206	4	27	3	5	1	0.00	6.75	2.25	6.75	6.75	6.75	0.33	rejected
Taxa_3065	Taxa_1955	86.30	14	47	8	28	3	3	1	0.00	3.50	1.17	3.50	3.50	3.50	0.33	rejected
Taxa_3065	Taxa_1900	86.30	14	30	0	0	3	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3065	Taxa_2796	86.00	14	16	0	0	3	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3065	Taxa_340	85.90	14	525	14	140	3	11	3	1.12	57.88	19.29	1.12	19.29	48.00	1.00	accepted
Taxa_1148	Taxa_107	95.70	63	3835	63	1457	2	15	2	15.83	53.55	26.77	15.83	26.77	37.71	1.00	accepted
Taxa_74	Taxa_39	92.10	3153	3557	2402	3422	43	23	21	0.00	37.22	0.87	0.22	1.77	7.06	0.49	rejected
Taxa_74	Taxa_32	91.70	3153	4859	2613	4545	43	36	29	0.00	50.20	1.17	0.37	1.73	4.04	0.67	rejected
Taxa_3099	Taxa_3428	94.40	14	19	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3099	Taxa_2948	93.50	14	15	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3099	Taxa_615	92.30	14	163	0	0	1	12	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3099	Taxa_2405	92.30	14	20	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3099	Taxa_547	91.10	14	307	0	0	1	26	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1285	Taxa_26	92.50	53	4454	26	142	4	39	2	0.00	13.64	3.41	0.94	6.82	12.70	0.50	rejected
Taxa_1241	Taxa_581	91.70	106	212	0	0	3	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1241	Taxa_562	91.70	106	199	25	27	3	2	1	0.00	1.08	0.36	1.08	1.08	1.08	0.33	rejected
Taxa_1136	Taxa_9	92.80	64	43149	64	11808	3	23	3	108.54	608.93	202.98	108.54	202.98	294.91	1.00	accepted
Taxa_3570	Taxa_2508	96.60	14	19	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3570	Taxa_2191	94.10	14	23	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3570	Taxa_2742	85.80	14	17	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1134	Taxa_671	96.40	73	136	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1134	Taxa_340	92.40	73	525	0	0	2	11	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1134	Taxa_858	91.40	73	195	0	0	2	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_148	Taxa_81	95.50	875	2617	875	2279	10	15	10	0.79	29.00	2.90	0.79	2.90	7.25	1.00	rejected
Taxa_1327	Taxa_110	96.40	70	5728	70	683	3	42	3	5.38	29.42	9.81	5.38	9.81	15.75	1.00	accepted
Taxa_1122	Taxa_861	95.30	75	184	65	56	2	3	1	0.00	0.86	0.43	0.86	0.86	0.86	0.50	rejected
Taxa_1120	Taxa_674	91.00	115	157	50	47	2	4	1	0.00	0.94	0.47	0.94	0.94	0.94	0.50	rejected
Taxa_1120	Taxa_636	90.30	115	248	50	60	2	6	1	0.00	1.20	0.60	1.20	1.20	1.20	0.50	rejected
Taxa_1120	Taxa_265	89.90	115	464	115	173	2	7	2	1.29	3.07	1.54	1.29	1.54	1.78	1.00	accepted
Taxa_5856	Taxa_2965	88.20	3	22	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2660	Taxa_2350	93.50	17	21	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1119	Taxa_88	96.00	65	4492	0	0	2	19	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1119	Taxa_36	94.90	65	3692	65	583	2	13	2	6.87	20.57	10.28	6.87	10.28	13.70	1.00	accepted
Taxa_6257	Taxa_2164	90.70	3	24	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6257	Taxa_4840	89.20	3	6	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6257	Taxa_4823	87.70	3	10	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1113	Taxa_387	91.00	98	545	0	0	2	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1113	Taxa_693	91.00	98	129	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1113	Taxa_940	90.70	98	101	0	0	2	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1113	Taxa_1018	90.30	98	139	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1108	Taxa_879	91.00	109	121	98	109	3	3	2	0.00	2.39	0.80	0.95	1.20	1.44	0.67	rejected
Taxa_1108	Taxa_863	90.30	109	191	109	62	3	7	3	0.20	3.46	1.15	0.20	1.15	2.64	1.00	rejected
Taxa_1108	Taxa_132	89.20	109	1232	109	550	3	11	3	3.00	26.77	8.92	3.00	8.92	19.45	1.00	accepted
Taxa_1967	Taxa_1927	94.10	28	29	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1967	Taxa_1	90.30	28	200774	0	0	1	21	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1967	Taxa_473	88.70	28	221	0	0	1	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4817	Taxa_2879	92.40	6	16	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4817	Taxa_2046	92.10	6	50	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4817	Taxa_3455	90.70	6	19	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4817	Taxa_1093	90.30	6	67	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4817	Taxa_742	89.60	6	208	6	35	1	9	1	5.83	5.83	5.83	5.83	5.83	5.83	1.00	accepted
Taxa_1613	Taxa_525	97.40	38	288	20	117	2	6	1	0.00	5.85	2.92	5.85	5.85	5.85	0.50	rejected
Taxa_4246	Taxa_2256	93.70	8	22	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4246	Taxa_3509	84.60	8	25	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1318	Taxa_110	96.00	87	5728	0	0	1	42	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1318	Taxa_337	96.00	87	1542	0	0	1	13	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1318	Taxa_273	95.70	87	475	0	0	1	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1318	Taxa_24	95.30	87	10457	87	672	1	43	1	7.72	7.72	7.72	7.72	7.72	7.72	1.00	accepted
Taxa_1061	Taxa_819	94.20	70	182	0	0	2	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1061	Taxa_47	93.50	70	2435	0	0	2	12	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1061	Taxa_35	89.90	70	3598	0	0	2	17	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1061	Taxa_403	85.90	70	374	0	0	2	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1917	Taxa_74	92.10	78	3153	36	34	4	43	2	0.00	2.58	0.65	0.72	1.29	1.86	0.50	rejected
Taxa_1917	Taxa_918	91.70	78	206	29	29	4	5	1	0.00	1.00	0.25	1.00	1.00	1.00	0.25	rejected
Taxa_1917	Taxa_636	89.90	78	248	56	112	4	6	3	0.00	5.92	1.48	1.71	1.97	2.45	0.75	rejected
Taxa_1917	Taxa_474	89.20	78	316	0	0	4	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4826	Taxa_2506	92.40	6	19	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4826	Taxa_1018	92.10	6	139	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4826	Taxa_2686	92.10	6	17	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4826	Taxa_4503	92.10	6	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4826	Taxa_2797	91.70	6	32	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4826	Taxa_3064	91.70	6	14	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4826	Taxa_2118	91.00	6	25	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4826	Taxa_387	90.70	6	545	0	0	1	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4826	Taxa_984	90.30	6	78	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1053	Taxa_671	94.90	72	136	72	136	2	2	2	1.11	3.87	1.93	1.11	1.93	2.76	1.00	accepted
Taxa_1126	Taxa_301	90.60	110	427	45	188	3	5	2	0.00	8.57	2.86	3.32	4.29	5.25	0.67	rejected
Taxa_1126	Taxa_858	90.30	110	195	0	0	3	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_6221	Taxa_4564	90.30	3	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5386	Taxa_4196	93.10	5	8	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5386	Taxa_3428	92.70	5	19	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
